10,8569,
1.000000,20.000000,37.000000,43.000000,40.000000,
1.000000,40.000000,69.000000,70.000000,69.500000,
1.000000,60.000000,95.000000,93.000000,94.000000,
1.000000,80.000000,121.000000,120.000000,120.500000,
1.000000,100.000000,152.000000,155.000000,153.500000,
1.000000,120.000000,189.000000,189.000000,189.000000,
1.000000,140.000000,221.000000,217.000000,219.000000,
1.000000,160.000000,245.000000,242.000000,243.500000,
1.000000,180.000000,273.000000,270.000000,271.500000,
1.000000,200.000000,290.000000,291.000000,290.500000,
1.000000,220.000000,317.000000,306.000000,311.500000,
1.000000,240.000000,346.000000,335.000000,340.500000,
1.000000,260.000000,351.000000,353.000000,352.000000,
1.000000,280.000000,373.000000,375.000000,374.000000,
1.000000,300.000000,374.000000,386.000000,380.000000,
1.000000,320.000000,390.000000,385.000000,387.500000,
1.000000,340.000000,421.000000,413.000000,417.000000,
1.000000,360.000000,420.000000,415.000000,417.500000,
1.000000,380.000000,430.000000,429.000000,429.500000,
1.000000,400.000000,449.000000,436.000000,442.500000,
1.000000,420.000000,471.000000,465.000000,468.000000,
1.000000,440.000000,476.000000,457.000000,466.500000,
1.000000,460.000000,476.000000,483.000000,479.500000,
1.000000,480.000000,481.000000,483.000000,482.000000,
1.000000,500.000000,501.000000,494.000000,497.500000,
1.000000,520.000000,512.000000,513.000000,512.500000,
1.000000,540.000000,506.000000,509.000000,507.500000,
1.000000,560.000000,520.000000,517.000000,518.500000,
1.000000,580.000000,538.000000,524.000000,531.000000,
1.000000,600.000000,544.000000,543.000000,543.500000,
1.000000,620.000000,555.000000,547.000000,551.000000,
1.000000,640.000000,547.000000,545.000000,546.000000,
1.000000,660.000000,572.000000,569.000000,570.500000,
1.000000,680.000000,562.000000,604.000000,583.000000,
1.000000,700.000000,581.000000,578.000000,579.500000,
1.000000,720.000000,600.000000,605.000000,602.500000,
1.000000,740.000000,604.000000,615.000000,609.500000,
1.000000,760.000000,622.000000,603.000000,612.500000,
1.000000,780.000000,612.000000,619.000000,615.500000,
1.000000,800.000000,619.000000,632.000000,625.500000,
1.000000,820.000000,632.000000,639.000000,635.500000,
1.000000,840.000000,637.000000,641.000000,639.000000,
1.000000,860.000000,648.000000,655.000000,651.500000,
1.000000,880.000000,646.000000,661.000000,653.500000,
1.000000,900.000000,657.000000,667.000000,662.000000,
1.000000,920.000000,657.000000,658.000000,657.500000,
1.000000,940.000000,695.000000,710.000000,702.500000,
1.000000,960.000000,668.000000,659.000000,663.500000,
1.000000,980.000000,671.000000,679.000000,675.000000,
1.000000,1000.000000,678.000000,698.000000,688.000000,
4.000000,20.000000,110.000000,111.000000,110.500000,
4.000000,40.000000,191.000000,204.000000,197.500000,
4.000000,60.000000,281.000000,293.000000,287.000000,
4.000000,80.000000,372.000000,374.000000,373.000000,
4.000000,100.000000,453.000000,449.000000,451.000000,
4.000000,120.000000,550.000000,532.000000,541.000000,
4.000000,140.000000,703.000000,661.000000,682.000000,
4.000000,160.000000,822.000000,813.000000,817.500000,
4.000000,180.000000,993.000000,929.000000,961.000000,
4.000000,200.000000,1100.000000,1103.000000,1101.500000,
4.000000,220.000000,1229.000000,1198.000000,1213.500000,
4.000000,240.000000,1288.000000,1260.000000,1274.000000,
4.000000,260.000000,1404.000000,1373.000000,1388.500000,
4.000000,280.000000,1484.000000,1457.000000,1470.500000,
4.000000,300.000000,1520.000000,1513.000000,1516.500000,
4.000000,320.000000,1636.000000,1577.000000,1606.500000,
4.000000,340.000000,1688.000000,1652.000000,1670.000000,
4.000000,360.000000,1740.000000,1716.000000,1728.000000,
4.000000,380.000000,1794.000000,1760.000000,1777.000000,
4.000000,400.000000,1811.000000,1830.000000,1820.500000,
4.000000,420.000000,1873.000000,1812.000000,1842.500000,
4.000000,440.000000,1896.000000,1892.000000,1894.000000,
4.000000,460.000000,1969.000000,1891.000000,1930.000000,
4.000000,480.000000,1966.000000,1949.000000,1957.500000,
4.000000,500.000000,2032.000000,1989.000000,2010.500000,
4.000000,520.000000,2064.000000,2029.000000,2046.500000,
4.000000,540.000000,2093.000000,2058.000000,2075.500000,
4.000000,560.000000,2077.000000,2099.000000,2088.000000,
4.000000,580.000000,2078.000000,2094.000000,2086.000000,
4.000000,600.000000,2133.000000,2154.000000,2143.500000,
4.000000,620.000000,2187.000000,2161.000000,2174.000000,
4.000000,640.000000,2210.000000,2172.000000,2191.000000,
4.000000,660.000000,2250.000000,2194.000000,2222.000000,
4.000000,680.000000,2227.000000,2201.000000,2214.000000,
4.000000,700.000000,2239.000000,2216.000000,2227.500000,
4.000000,720.000000,2264.000000,2306.000000,2285.000000,
4.000000,740.000000,2314.000000,2284.000000,2299.000000,
4.000000,760.000000,2336.000000,2308.000000,2322.000000,
4.000000,780.000000,2345.000000,2352.000000,2348.500000,
4.000000,800.000000,2332.000000,2322.000000,2327.000000,
4.000000,820.000000,2369.000000,2354.000000,2361.500000,
4.000000,840.000000,2396.000000,2356.000000,2376.000000,
4.000000,860.000000,2351.000000,2416.000000,2383.500000,
4.000000,880.000000,2423.000000,2362.000000,2392.500000,
4.000000,900.000000,2425.000000,2413.000000,2419.000000,
4.000000,920.000000,2371.000000,2425.000000,2398.000000,
4.000000,940.000000,2457.000000,2457.000000,2457.000000,
4.000000,960.000000,2437.000000,2472.000000,2454.500000,
4.000000,980.000000,2439.000000,2471.000000,2455.000000,
4.000000,1000.000000,2458.000000,2462.000000,2460.000000,
7.000000,20.000000,176.000000,182.000000,179.000000,
7.000000,40.000000,328.000000,336.000000,332.000000,
7.000000,60.000000,470.000000,468.000000,469.000000,
7.000000,80.000000,629.000000,606.000000,617.500000,
7.000000,100.000000,773.000000,758.000000,765.500000,
7.000000,120.000000,914.000000,900.000000,907.000000,
7.000000,140.000000,1117.000000,1071.000000,1094.000000,
7.000000,160.000000,1367.000000,1299.000000,1333.000000,
7.000000,180.000000,1595.000000,1510.000000,1552.500000,
7.000000,200.000000,1808.000000,1777.000000,1792.500000,
7.000000,220.000000,2039.000000,1968.000000,2003.500000,
7.000000,240.000000,2170.000000,2144.000000,2157.000000,
7.000000,260.000000,2391.000000,2285.000000,2338.000000,
7.000000,280.000000,2475.000000,2411.000000,2443.000000,
7.000000,300.000000,2588.000000,2526.000000,2557.000000,
7.000000,320.000000,2672.000000,2624.000000,2648.000000,
